reading_id,household_id,timestamp,energy_kwh,voltage,current_amps,appliance_category,is_solar_powered,grid_status
312,HH_001,2024-01-13 23:00:00,0.2144,219.03,0.98,Cooling,0,On-grid
313,HH_001,2024-01-14 00:00:00,0.1438,219.39,0.66,Charging,0,On-grid
314,HH_001,2024-01-14 01:00:00,0.0357,229.27,0.16,Charging,0,On-grid
315,HH_001,2024-01-14 02:00:00,0.058,215.2,0.27,Cooling,0,On-grid
316,HH_001,2024-01-14 03:00:00,0.2163,227.72,0.95,Cooling,0,On-grid
317,HH_001,2024-01-14 04:00:00,0.0856,211.16,0.41,Other,0,On-grid
318,HH_001,2024-01-14 05:00:00,0.115,212.03,0.54,Other,0,On-grid
319,HH_001,2024-01-14 06:00:00,0.6385,217.34,2.94,Cooling,0,On-grid
320,HH_001,2024-01-14 07:00:00,0.8979,228.86,3.92,Charging,0,On-grid
321,HH_001,2024-01-14 08:00:00,0.7048,222.34,3.17,Cooking,0,On-grid
322,HH_001,2024-01-14 09:00:00,0.6575,226.13,2.91,Lighting,0,On-grid
323,HH_001,2024-01-14 10:00:00,0.4425,218.98,2.02,Cooling,0,On-grid
324,HH_001,2024-01-14 11:00:00,0.358,221.84,1.61,Charging,0,On-grid
325,HH_001,2024-01-14 12:00:00,0.487,218.64,2.23,Cooling,0,On-grid
326,HH_001,2024-01-14 13:00:00,0.1932,224.42,0.86,Other,0,On-grid
327,HH_001,2024-01-14 14:00:00,0.455,222.58,2.04,Lighting,0,On-grid
328,HH_001,2024-01-14 15:00:00,0.4078,217.35,1.88,Other,0,On-grid
329,HH_001,2024-01-14 16:00:00,0.6596,213.73,3.09,Cooling,0,On-grid
330,HH_001,2024-01-14 17:00:00,0.935,219.82,4.25,Cooling,0,On-grid
331,HH_001,2024-01-14 18:00:00,1.0699,215.95,4.95,Cooling,0,On-grid
332,HH_001,2024-01-14 19:00:00,1.2738,220.31,5.78,Entertainment,0,On-grid
333,HH_001,2024-01-14 20:00:00,1.2132,218.16,5.56,Lighting,0,On-grid
334,HH_001,2024-01-14 21:00:00,0.8196,205.39,3.99,Charging,0,On-grid
335,HH_001,2024-01-14 22:00:00,0.6327,224.52,2.82,Cooling,0,On-grid
336,HH_001,2024-01-14 23:00:00,0.3464,230.29,1.5,Cooling,0,On-grid
337,HH_001,2024-01-15 00:00:00,0.1363,226.87,0.6,Charging,0,On-grid
338,HH_001,2024-01-15 01:00:00,0.0641,216.0,0.3,Cooling,0,On-grid
339,HH_001,2024-01-15 02:00:00,0.0842,228.12,0.37,Other,0,On-grid
340,HH_001,2024-01-15 03:00:00,0.0531,212.18,0.25,Charging,0,On-grid
341,HH_001,2024-01-15 04:00:00,0.1412,219.61,0.64,Cooling,0,On-grid
342,HH_001,2024-01-15 05:00:00,0.1724,216.24,0.8,Cooling,0,On-grid
343,HH_001,2024-01-15 06:00:00,0.6085,212.81,2.86,Charging,0,On-grid
344,HH_001,2024-01-15 07:00:00,1.0405,225.4,4.62,Cooking,0,On-grid
345,HH_001,2024-01-15 08:00:00,0.7551,224.26,3.37,Entertainment,0,On-grid
346,HH_001,2024-01-15 09:00:00,0.5517,225.15,2.45,Other,0,On-grid
347,HH_001,2024-01-15 10:00:00,0.4249,217.98,1.95,Other,0,On-grid
348,HH_001,2024-01-15 11:00:00,0.3034,222.12,1.37,Entertainment,0,On-grid
349,HH_001,2024-01-15 12:00:00,0.3768,227.06,1.66,Cooling,0,On-grid
350,HH_001,2024-01-15 13:00:00,0.2953,222.14,1.33,Cooling,0,On-grid
351,HH_001,2024-01-15 14:00:00,0.5391,232.95,2.31,Other,0,On-grid
352,HH_001,2024-01-15 15:00:00,0.5396,218.23,2.47,Other,0,On-grid
353,HH_001,2024-01-15 16:00:00,0.6126,226.59,2.7,Cooling,0,On-grid
354,HH_001,2024-01-15 17:00:00,0.9988,219.41,4.55,Cooling,0,On-grid
355,HH_001,2024-01-15 18:00:00,1.2223,219.89,5.56,Lighting,0,On-grid
356,HH_001,2024-01-15 19:00:00,1.413,222.73,6.34,Lighting,0,On-grid
357,HH_001,2024-01-15 20:00:00,1.1706,215.39,5.43,Entertainment,0,On-grid
358,HH_001,2024-01-15 21:00:00,0.9913,227.61,4.36,Entertainment,0,On-grid
359,HH_001,2024-01-15 22:00:00,0.6303,219.88,2.87,Cooking,0,On-grid
360,HH_001,2024-01-15 23:00:00,0.2116,225.94,0.94,Lighting,0,On-grid
361,HH_001,2024-01-16 00:00:00,0.1712,218.71,0.78,Other,0,On-grid
362,HH_001,2024-01-16 01:00:00,0.1778,213.27,0.83,Cooling,0,On-grid
363,HH_001,2024-01-16 02:00:00,0.0,216.61,0.0,Cooling,0,On-grid
364,HH_001,2024-01-16 03:00:00,0.1135,220.9,0.51,Charging,0,On-grid
365,HH_001,2024-01-16 04:00:00,0.1226,225.55,0.54,Other,0,On-grid
366,HH_001,2024-01-16 05:00:00,0.2004,229.5,0.87,Cooling,0,On-grid
367,HH_001,2024-01-16 06:00:00,0.683,219.4,3.11,Cooling,0,On-grid
368,HH_001,2024-01-16 07:00:00,0.8599,219.55,3.92,Other,0,On-grid
369,HH_001,2024-01-16 08:00:00,0.8032,217.82,3.69,Other,0,On-grid
370,HH_001,2024-01-16 09:00:00,0.6554,223.08,2.94,Other,0,On-grid
371,HH_001,2024-01-16 10:00:00,0.3798,225.43,1.68,Cooling,0,On-grid
372,HH_001,2024-01-16 11:00:00,0.4025,229.19,1.76,Cooling,0,On-grid
373,HH_001,2024-01-16 12:00:00,0.3735,218.48,1.71,Cooling,0,On-grid
374,HH_001,2024-01-16 13:00:00,0.296,214.66,1.38,Lighting,0,On-grid
375,HH_001,2024-01-16 14:00:00,0.5213,228.55,2.28,Cooking,0,On-grid
376,HH_001,2024-01-16 15:00:00,0.5172,219.16,2.36,Lighting,0,On-grid
377,HH_001,2024-01-16 16:00:00,0.6053,225.81,2.68,Other,0,On-grid
378,HH_001,2024-01-16 17:00:00,0.8304,221.19,3.75,Other,0,On-grid
379,HH_001,2024-01-16 18:00:00,1.1981,222.51,5.38,Cooling,0,On-grid
380,HH_001,2024-01-16 19:00:00,1.1473,223.39,5.14,Cooking,0,On-grid
381,HH_001,2024-01-16 20:00:00,1.2383,226.87,5.46,Cooking,0,On-grid
382,HH_001,2024-01-16 21:00:00,1.0209,226.57,4.51,Entertainment,0,On-grid
383,HH_001,2024-01-16 22:00:00,0.6057,211.99,2.86,Cooling,0,On-grid
384,HH_001,2024-01-16 23:00:00,0.4628,219.12,2.11,Entertainment,0,On-grid
385,HH_001,2024-01-17 00:00:00,0.1533,228.48,0.67,Lighting,0,On-grid
386,HH_001,2024-01-17 01:00:00,0.0568,213.4,0.27,Lighting,0,On-grid
387,HH_001,2024-01-17 02:00:00,0.0428,216.54,0.2,Cooling,0,On-grid
388,HH_001,2024-01-17 03:00:00,0.0,219.58,0.0,Cooling,0,On-grid
389,HH_001,2024-01-17 04:00:00,0.0812,212.71,0.38,Lighting,0,On-grid
390,HH_001,2024-01-17 05:00:00,0.1268,216.24,0.59,Cooling,0,On-grid
391,HH_001,2024-01-17 06:00:00,0.4594,220.58,2.08,Cooling,0,On-grid
392,HH_001,2024-01-17 07:00:00,0.916,216.24,4.24,Cooking,0,On-grid
393,HH_001,2024-01-17 08:00:00,0.8307,220.11,3.77,Charging,0,On-grid
394,HH_001,2024-01-17 09:00:00,0.5469,212.43,2.57,Cooking,0,On-grid
395,HH_001,2024-01-17 10:00:00,0.47,222.54,2.11,Cooling,0,On-grid
396,HH_001,2024-01-17 11:00:00,0.3388,220.73,1.53,Lighting,0,On-grid
397,HH_001,2024-01-17 12:00:00,0.4959,224.48,2.21,Cooling,0,On-grid
398,HH_001,2024-01-17 13:00:00,0.2136,216.4,0.99,Cooling,0,On-grid
399,HH_001,2024-01-17 14:00:00,0.4402,220.38,2.0,Cooling,0,On-grid
400,HH_001,2024-01-17 15:00:00,0.5376,222.21,2.42,Cooling,0,On-grid
401,HH_001,2024-01-17 16:00:00,0.5926,220.09,2.69,Other,0,On-grid
402,HH_001,2024-01-17 17:00:00,0.9715,221.44,4.39,Cooking,0,On-grid
403,HH_001,2024-01-17 18:00:00,1.0392,220.54,4.71,Cooking,0,On-grid
404,HH_001,2024-01-17 19:00:00,1.3404,210.59,6.36,Lighting,0,On-grid
405,HH_001,2024-01-17 20:00:00,1.212,214.86,5.64,Entertainment,0,On-grid
406,HH_001,2024-01-17 21:00:00,0.9727,222.14,4.38,Cooking,0,On-grid
407,HH_001,2024-01-17 22:00:00,0.5105,224.6,2.27,Charging,0,On-grid
408,HH_001,2024-01-17 23:00:00,0.4044,218.75,1.85,Other,0,On-grid
409,HH_001,2024-01-18 00:00:00,0.1399,224.05,0.62,Cooling,0,On-grid
410,HH_001,2024-01-18 01:00:00,0.2103,211.69,0.99,Entertainment,0,On-grid
411,HH_001,2024-01-18 02:00:00,0.0,217.95,0.0,Cooking,0,On-grid
412,HH_001,2024-01-18 03:00:00,0.0519,223.9,0.23,Lighting,0,On-grid
413,HH_001,2024-01-18 04:00:00,0.1733,226.98,0.76,Lighting,0,On-grid
414,HH_001,2024-01-18 05:00:00,0.0237,215.97,0.11,Entertainment,0,On-grid
415,HH_001,2024-01-18 06:00:00,0.5074,217.04,2.34,Cooling,0,On-grid
416,HH_001,2024-01-18 07:00:00,0.8393,222.12,3.78,Lighting,0,On-grid
417,HH_001,2024-01-18 08:00:00,0.791,220.03,3.59,Lighting,0,On-grid
418,HH_001,2024-01-18 09:00:00,0.5934,218.15,2.72,Lighting,0,On-grid
419,HH_001,2024-01-18 10:00:00,0.4306,227.99,1.89,Other,0,On-grid
420,HH_001,2024-01-18 11:00:00,0.4273,218.33,1.96,Other,0,On-grid
421,HH_001,2024-01-18 12:00:00,0.367,222.24,1.65,Cooling,0,On-grid
422,HH_001,2024-01-18 13:00:00,0.2855,220.71,1.29,Cooling,0,On-grid
423,HH_001,2024-01-18 14:00:00,0.4979,222.5,2.24,Cooling,0,On-grid
424,HH_001,2024-01-18 15:00:00,0.4659,216.9,2.15,Cooling,0,On-grid
425,HH_001,2024-01-18 16:00:00,0.4516,223.74,2.02,Cooking,0,On-grid
426,HH_001,2024-01-18 17:00:00,1.0556,215.4,4.9,Cooling,0,On-grid
427,HH_001,2024-01-18 18:00:00,1.2076,229.79,5.26,Lighting,0,On-grid
428,HH_001,2024-01-18 19:00:00,1.3151,219.47,5.99,Cooling,0,On-grid
429,HH_001,2024-01-18 20:00:00,1.219,222.34,5.48,Entertainment,0,On-grid
430,HH_001,2024-01-18 21:00:00,0.9231,218.04,4.23,Entertainment,0,On-grid
431,HH_001,2024-01-18 22:00:00,0.6466,218.15,2.96,Cooking,0,On-grid
432,HH_001,2024-01-18 23:00:00,0.3283,219.85,1.49,Other,0,On-grid
433,HH_001,2024-01-19 00:00:00,0.017,226.31,0.08,Cooling,0,On-grid
434,HH_001,2024-01-19 01:00:00,0.0678,226.87,0.3,Cooling,0,On-grid
435,HH_001,2024-01-19 02:00:00,0.1542,221.12,0.7,Cooling,0,On-grid
436,HH_001,2024-01-19 03:00:00,0.1141,223.23,0.51,Other,0,On-grid
437,HH_001,2024-01-19 04:00:00,0.0602,219.24,0.27,Cooling,0,On-grid
438,HH_001,2024-01-19 05:00:00,0.1945,205.3,0.95,Other,0,On-grid
439,HH_001,2024-01-19 06:00:00,0.5986,218.06,2.75,Charging,0,On-grid
440,HH_001,2024-01-19 07:00:00,0.842,222.04,3.79,Cooking,0,On-grid
441,HH_001,2024-01-19 08:00:00,0.703,224.31,3.13,Other,0,On-grid
442,HH_001,2024-01-19 09:00:00,0.6715,222.57,3.02,Lighting,0,On-grid
443,HH_001,2024-01-19 10:00:00,0.5044,222.58,2.27,Cooking,0,On-grid
444,HH_001,2024-01-19 11:00:00,0.435,223.77,1.94,Charging,0,On-grid
445,HH_001,2024-01-19 12:00:00,0.4014,225.35,1.78,Cooling,0,On-grid
446,HH_001,2024-01-19 13:00:00,0.3628,216.28,1.68,Lighting,0,On-grid
447,HH_001,2024-01-19 14:00:00,0.3906,218.46,1.79,Other,0,On-grid
448,HH_001,2024-01-19 15:00:00,0.383,221.07,1.73,Cooling,0,On-grid
449,HH_001,2024-01-19 16:00:00,0.6494,224.69,2.89,Lighting,0,On-grid
450,HH_001,2024-01-19 17:00:00,0.7794,216.19,3.61,Cooling,0,On-grid
451,HH_001,2024-01-19 18:00:00,1.1872,219.03,5.42,Cooking,0,On-grid
452,HH_001,2024-01-19 19:00:00,1.3977,213.8,6.54,Entertainment,0,On-grid
453,HH_001,2024-01-19 20:00:00,1.302,213.46,6.1,Entertainment,0,On-grid
454,HH_001,2024-01-19 21:00:00,0.6735,220.92,3.05,Entertainment,0,On-grid
455,HH_001,2024-01-19 22:00:00,0.6157,217.54,2.83,Charging,0,On-grid
456,HH_001,2024-01-19 23:00:00,0.3357,222.53,1.51,Cooling,0,On-grid
457,HH_001,2024-01-20 00:00:00,0.1794,217.46,0.83,Cooling,0,On-grid
458,HH_001,2024-01-20 01:00:00,0.0604,217.95,0.28,Lighting,0,On-grid
459,HH_001,2024-01-20 02:00:00,0.0471,225.61,0.21,Lighting,0,On-grid
460,HH_001,2024-01-20 03:00:00,0.1466,214.84,0.68,Other,0,On-grid
461,HH_001,2024-01-20 04:00:00,0.0106,225.63,0.05,Cooling,0,On-grid
462,HH_001,2024-01-20 05:00:00,0.2047,217.56,0.94,Charging,0,On-grid
463,HH_001,2024-01-20 06:00:00,0.588,224.72,2.62,Cooling,0,On-grid
464,HH_001,2024-01-20 07:00:00,0.8951,229.91,3.89,Entertainment,0,On-grid
465,HH_001,2024-01-20 08:00:00,0.7892,215.92,3.65,Other,0,On-grid
466,HH_001,2024-01-20 09:00:00,0.5208,225.29,2.31,Charging,0,On-grid
467,HH_001,2024-01-20 10:00:00,0.4171,220.7,1.89,Other,0,On-grid
468,HH_001,2024-01-20 11:00:00,0.1626,220.08,0.74,Cooling,0,On-grid
469,HH_001,2024-01-20 12:00:00,0.2697,212.92,1.27,Charging,0,On-grid
470,HH_001,2024-01-20 13:00:00,0.4676,218.4,2.14,Cooling,0,On-grid
471,HH_001,2024-01-20 14:00:00,0.4222,230.52,1.83,Cooling,0,On-grid
472,HH_001,2024-01-20 15:00:00,0.5978,228.01,2.62,Cooking,0,On-grid
473,HH_001,2024-01-20 16:00:00,0.6956,224.05,3.1,Entertainment,0,On-grid
474,HH_001,2024-01-20 17:00:00,1.0161,216.19,4.7,Other,0,On-grid
475,HH_001,2024-01-20 18:00:00,1.0591,212.94,4.97,Lighting,0,On-grid
476,HH_001,2024-01-20 19:00:00,1.2192,220.6,5.53,Lighting,0,On-grid
477,HH_001,2024-01-20 20:00:00,1.0856,214.33,5.07,Lighting,0,On-grid
478,HH_001,2024-01-20 21:00:00,0.8836,206.81,4.27,Cooling,0,On-grid
479,HH_001,2024-01-20 22:00:00,0.5942,220.08,2.7,Other,0,On-grid
480,HH_001,2024-01-20 23:00:00,0.4513,221.08,2.04,Charging,0,On-grid
481,HH_001,2024-01-21 00:00:00,0.1591,227.74,0.7,Cooking,0,On-grid
482,HH_001,2024-01-21 01:00:00,0.0947,220.96,0.43,Lighting,0,On-grid
483,HH_001,2024-01-21 02:00:00,0.1486,216.29,0.69,Cooling,0,On-grid
484,HH_001,2024-01-21 03:00:00,0.1492,213.24,0.7,Other,0,On-grid
485,HH_001,2024-01-21 04:00:00,0.1253,223.38,0.56,Cooling,0,On-grid
486,HH_001,2024-01-21 05:00:00,0.1203,219.1,0.55,Cooling,0,On-grid
487,HH_001,2024-01-21 06:00:00,0.7254,219.46,3.31,Lighting,0,On-grid
488,HH_001,2024-01-21 07:00:00,0.9403,220.26,4.27,Cooking,0,On-grid
489,HH_001,2024-01-21 08:00:00,0.7003,217.01,3.23,Entertainment,0,On-grid
490,HH_001,2024-01-21 09:00:00,0.6295,227.06,2.77,Charging,0,On-grid
491,HH_001,2024-01-21 10:00:00,0.3526,227.89,1.55,Cooling,0,On-grid
492,HH_001,2024-01-21 11:00:00,0.4229,218.82,1.93,Cooling,0,On-grid
493,HH_001,2024-01-21 12:00:00,0.3998,223.1,1.79,Cooking,0,On-grid
494,HH_001,2024-01-21 13:00:00,0.2933,219.22,1.34,Cooling,0,On-grid
495,HH_001,2024-01-21 14:00:00,0.4503,211.87,2.13,Lighting,0,On-grid
496,HH_001,2024-01-21 15:00:00,0.5881,216.91,2.71,Cooling,0,On-grid
497,HH_001,2024-01-21 16:00:00,0.5577,219.58,2.54,Cooling,0,On-grid
498,HH_001,2024-01-21 17:00:00,0.9336,221.86,4.21,Other,0,On-grid
499,HH_001,2024-01-21 18:00:00,1.1286,221.66,5.09,Cooking,0,On-grid
500,HH_001,2024-01-21 19:00:00,1.2963,220.79,5.87,Other,0,On-grid
501,HH_001,2024-01-21 20:00:00,1.2412,217.09,5.72,Charging,0,On-grid
502,HH_001,2024-01-21 21:00:00,0.902,222.86,4.05,Entertainment,0,On-grid
503,HH_001,2024-01-21 22:00:00,0.5936,213.78,2.78,Cooling,0,On-grid
504,HH_001,2024-01-21 23:00:00,0.4044,225.88,1.79,Cooling,0,On-grid
505,HH_001,2024-01-22 00:00:00,0.1495,227.81,0.66,Lighting,0,On-grid
506,HH_001,2024-01-22 01:00:00,0.1589,218.96,0.73,Entertainment,0,On-grid
507,HH_001,2024-01-22 02:00:00,0.0228,214.58,0.11,Charging,0,On-grid
508,HH_001,2024-01-22 03:00:00,0.0635,215.64,0.29,Cooling,0,On-grid
509,HH_001,2024-01-22 04:00:00,0.0153,221.69,0.07,Cooling,0,On-grid
510,HH_001,2024-01-22 05:00:00,0.0492,211.98,0.23,Other,0,On-grid
511,HH_001,2024-01-22 06:00:00,0.6075,222.94,2.73,Charging,0,On-grid
512,HH_001,2024-01-22 07:00:00,0.9305,212.1,4.39,Entertainment,0,On-grid
513,HH_001,2024-01-22 08:00:00,0.6967,217.01,3.21,Cooking,0,On-grid
514,HH_001,2024-01-22 09:00:00,0.4855,220.16,2.21,Lighting,0,On-grid
515,HH_001,2024-01-22 10:00:00,0.466,219.05,2.13,Other,0,On-grid
516,HH_001,2024-01-22 11:00:00,0.2595,229.92,1.13,Cooling,0,On-grid
517,HH_001,2024-01-22 12:00:00,0.3146,224.79,1.4,Other,0,On-grid
518,HH_001,2024-01-22 13:00:00,0.4808,217.97,2.21,Cooling,0,On-grid
519,HH_001,2024-01-22 14:00:00,0.4807,213.37,2.25,Cooling,0,On-grid
520,HH_001,2024-01-22 15:00:00,0.4975,222.22,2.24,Lighting,0,On-grid
521,HH_001,2024-01-22 16:00:00,0.6008,223.55,2.69,Other,0,On-grid
522,HH_001,2024-01-22 17:00:00,0.8641,224.79,3.84,Charging,0,On-grid
523,HH_001,2024-01-22 18:00:00,1.0536,222.11,4.74,Cooling,0,On-grid
524,HH_001,2024-01-22 19:00:00,1.307,211.67,6.17,Lighting,0,On-grid
525,HH_001,2024-01-22 20:00:00,1.2518,207.21,6.04,Other,0,On-grid
526,HH_001,2024-01-22 21:00:00,0.8451,214.88,3.93,Lighting,0,On-grid
527,HH_001,2024-01-22 22:00:00,0.6913,224.1,3.08,Cooling,0,On-grid
528,HH_001,2024-01-22 23:00:00,0.2203,214.01,1.03,Other,0,On-grid
529,HH_001,2024-01-23 00:00:00,0.1155,214.32,0.54,Other,0,On-grid
530,HH_001,2024-01-23 01:00:00,0.222,211.4,1.05,Lighting,0,On-grid
531,HH_001,2024-01-23 02:00:00,0.2102,221.92,0.95,Charging,0,On-grid
532,HH_001,2024-01-23 03:00:00,0.1176,220.53,0.53,Cooling,0,On-grid
533,HH_001,2024-01-23 04:00:00,0.0,223.96,0.0,Charging,0,On-grid
534,HH_001,2024-01-23 05:00:00,0.1525,215.22,0.71,Cooling,0,On-grid
535,HH_001,2024-01-23 06:00:00,0.6811,224.98,3.03,Other,0,On-grid
536,HH_001,2024-01-23 07:00:00,0.9816,224.62,4.37,Cooking,0,On-grid
537,HH_001,2024-01-23 08:00:00,0.7098,222.7,3.19,Cooking,0,On-grid
538,HH_001,2024-01-23 09:00:00,0.6794,224.69,3.02,Other,0,On-grid
539,HH_001,2024-01-23 10:00:00,0.2707,219.63,1.23,Charging,0,On-grid
540,HH_001,2024-01-23 11:00:00,0.3216,227.22,1.42,Other,0,On-grid
541,HH_001,2024-01-23 12:00:00,0.3705,222.27,1.67,Charging,0,On-grid
542,HH_001,2024-01-23 13:00:00,0.3895,226.6,1.72,Lighting,0,On-grid
543,HH_001,2024-01-23 14:00:00,0.5864,220.2,2.66,Cooking,0,On-grid
544,HH_001,2024-01-23 15:00:00,0.5433,226.93,2.39,Cooking,0,On-grid
545,HH_001,2024-01-23 16:00:00,0.5162,214.94,2.4,Entertainment,0,On-grid
546,HH_001,2024-01-23 17:00:00,0.8513,223.86,3.8,Cooling,0,On-grid
547,HH_001,2024-01-23 18:00:00,1.1302,216.8,5.21,Cooking,0,On-grid
548,HH_001,2024-01-23 19:00:00,1.4437,212.42,6.8,Entertainment,0,On-grid
549,HH_001,2024-01-23 20:00:00,1.1486,219.24,5.24,Lighting,0,On-grid
550,HH_001,2024-01-23 21:00:00,1.036,216.71,4.78,Lighting,0,On-grid
551,HH_001,2024-01-23 22:00:00,0.6406,219.23,2.92,Entertainment,0,On-grid
552,HH_001,2024-01-23 23:00:00,0.2111,222.6,0.95,Charging,0,On-grid
553,HH_001,2024-01-24 00:00:00,0.1279,217.36,0.59,Cooling,0,On-grid
554,HH_001,2024-01-24 01:00:00,0.0129,220.39,0.06,Cooking,0,On-grid
555,HH_001,2024-01-24 02:00:00,0.1885,216.93,0.87,Cooling,0,On-grid
556,HH_001,2024-01-24 03:00:00,0.0,211.69,0.0,Cooling,0,On-grid
557,HH_001,2024-01-24 04:00:00,0.0,219.36,0.0,Entertainment,0,On-grid
558,HH_001,2024-01-24 05:00:00,0.1566,221.98,0.71,Lighting,0,On-grid
559,HH_001,2024-01-24 06:00:00,0.5937,220.93,2.69,Cooling,0,On-grid
560,HH_001,2024-01-24 07:00:00,1.0124,226.24,4.47,Lighting,0,On-grid
561,HH_001,2024-01-24 08:00:00,0.8392,225.07,3.73,Cooking,0,On-grid
562,HH_001,2024-01-24 09:00:00,0.6492,212.32,3.06,Other,0,On-grid
563,HH_001,2024-01-24 10:00:00,0.4339,221.38,1.96,Charging,0,On-grid
564,HH_001,2024-01-24 11:00:00,0.3102,228.48,1.36,Cooling,0,On-grid
565,HH_001,2024-01-24 12:00:00,0.3505,211.88,1.65,Cooling,0,On-grid
566,HH_001,2024-01-24 13:00:00,0.3461,222.1,1.56,Other,0,On-grid
567,HH_001,2024-01-24 14:00:00,0.3852,219.3,1.76,Other,0,On-grid
568,HH_001,2024-01-24 15:00:00,0.4046,217.8,1.86,Charging,0,On-grid
569,HH_001,2024-01-24 16:00:00,0.6012,219.57,2.74,Entertainment,0,On-grid
570,HH_001,2024-01-24 17:00:00,0.9606,215.13,4.46,Cooking,0,On-grid
571,HH_001,2024-01-24 18:00:00,1.1519,222.84,5.17,Lighting,0,On-grid
572,HH_001,2024-01-24 19:00:00,1.2976,215.65,6.02,Lighting,0,On-grid
573,HH_001,2024-01-24 20:00:00,1.3279,218.5,6.08,Entertainment,0,On-grid
574,HH_001,2024-01-24 21:00:00,0.9306,222.26,4.19,Charging,0,On-grid
575,HH_001,2024-01-24 22:00:00,0.495,221.03,2.24,Charging,0,On-grid
576,HH_001,2024-01-24 23:00:00,0.3116,228.56,1.36,Cooling,0,On-grid
577,HH_001,2024-01-25 00:00:00,0.1615,223.83,0.72,Cooling,0,On-grid
578,HH_001,2024-01-25 01:00:00,0.1733,218.65,0.79,Charging,0,On-grid
579,HH_001,2024-01-25 02:00:00,0.2356,216.25,1.09,Charging,0,On-grid
580,HH_001,2024-01-25 03:00:00,0.0,209.82,0.0,Other,0,On-grid
581,HH_001,2024-01-25 04:00:00,0.0391,211.13,0.19,Cooling,0,On-grid
582,HH_001,2024-01-25 05:00:00,0.0982,220.02,0.45,Other,0,On-grid
583,HH_001,2024-01-25 06:00:00,0.6189,218.12,2.84,Entertainment,0,On-grid
584,HH_001,2024-01-25 07:00:00,0.8476,217.54,3.9,Lighting,0,On-grid
585,HH_001,2024-01-25 08:00:00,0.7907,214.81,3.68,Charging,0,On-grid
586,HH_001,2024-01-25 09:00:00,0.5479,221.65,2.47,Cooking,0,On-grid
587,HH_001,2024-01-25 10:00:00,0.4575,211.7,2.16,Cooling,0,On-grid
588,HH_001,2024-01-25 11:00:00,0.4537,217.67,2.08,Cooling,0,On-grid
589,HH_001,2024-01-25 12:00:00,0.2891,213.18,1.36,Other,0,On-grid
590,HH_001,2024-01-25 13:00:00,0.4549,209.3,2.17,Cooking,0,On-grid
591,HH_001,2024-01-25 14:00:00,0.4813,224.23,2.15,Other,0,On-grid
592,HH_001,2024-01-25 15:00:00,0.4958,227.95,2.17,Cooking,0,On-grid
593,HH_001,2024-01-25 16:00:00,0.5259,222.67,2.36,Cooling,0,On-grid
594,HH_001,2024-01-25 17:00:00,0.9084,228.72,3.97,Lighting,0,On-grid
595,HH_001,2024-01-25 18:00:00,1.1039,222.12,4.97,Lighting,0,On-grid
596,HH_001,2024-01-25 19:00:00,1.3579,212.36,6.39,Lighting,0,On-grid
597,HH_001,2024-01-25 20:00:00,1.189,217.04,5.48,Lighting,0,On-grid
598,HH_001,2024-01-25 21:00:00,0.9084,222.23,4.09,Cooking,0,On-grid
599,HH_001,2024-01-25 22:00:00,0.7006,208.35,3.36,Charging,0,On-grid
600,HH_001,2024-01-25 23:00:00,0.3,213.51,1.41,Other,0,On-grid
601,HH_001,2024-01-26 00:00:00,0.1912,231.1,0.83,Entertainment,0,On-grid
602,HH_001,2024-01-26 01:00:00,0.0873,216.05,0.4,Entertainment,0,On-grid
603,HH_001,2024-01-26 02:00:00,0.0395,213.58,0.19,Cooling,0,On-grid
604,HH_001,2024-01-26 03:00:00,0.0,221.3,0.0,Charging,0,On-grid
605,HH_001,2024-01-26 04:00:00,0.0716,216.18,0.33,Entertainment,0,On-grid
606,HH_001,2024-01-26 05:00:00,0.0678,224.19,0.3,Charging,0,On-grid
607,HH_001,2024-01-26 06:00:00,0.6933,220.66,3.14,Other,0,On-grid
608,HH_001,2024-01-26 07:00:00,0.7436,219.07,3.39,Cooking,0,On-grid
609,HH_001,2024-01-26 08:00:00,0.775,218.51,3.55,Cooking,0,On-grid
610,HH_001,2024-01-26 09:00:00,0.5862,216.51,2.71,Other,0,On-grid
611,HH_001,2024-01-26 10:00:00,0.4293,224.7,1.91,Other,0,On-grid
612,HH_001,2024-01-26 11:00:00,0.3894,217.2,1.79,Cooling,0,On-grid
613,HH_001,2024-01-26 12:00:00,0.3529,226.73,1.56,Cooling,0,On-grid
614,HH_001,2024-01-26 13:00:00,0.2942,216.56,1.36,Cooling,0,On-grid
615,HH_001,2024-01-26 14:00:00,0.436,216.91,2.01,Charging,0,On-grid
616,HH_001,2024-01-26 15:00:00,0.6217,224.84,2.77,Cooling,0,On-grid
617,HH_001,2024-01-26 16:00:00,0.5843,230.55,2.53,Other,0,On-grid
618,HH_001,2024-01-26 17:00:00,0.9201,227.57,4.04,Charging,0,On-grid
619,HH_001,2024-01-26 18:00:00,1.2297,222.07,5.54,Entertainment,0,On-grid
620,HH_001,2024-01-26 19:00:00,1.2642,220.29,5.74,Entertainment,0,On-grid
621,HH_001,2024-01-26 20:00:00,1.146,222.64,5.15,Entertainment,0,On-grid
622,HH_001,2024-01-26 21:00:00,0.9267,221.09,4.19,Cooling,0,On-grid
623,HH_001,2024-01-26 22:00:00,0.6588,221.55,2.97,Entertainment,0,On-grid
624,HH_001,2024-01-26 23:00:00,0.2931,213.91,1.37,Cooling,0,On-grid
